"Sequence" "DepthBaseMVP" "AdaptiveLuminanceCompensation" "VSP_Enable" "Texture_QPISlice" "Texture_QPPSlice" "FrameToBeEncoded" "Depth_QPISlice" "Depth_QPPSlice" "T1_Rate" "T5_Rate" "D1_Rate" "D5_Rate" "Ratio" "T1_PSNR" "T5_PSNR" "AVE_PSNR" "SUM_Rate"
"171" "kendo" "Enable" "Enable" "Enable" 36 36 100 28 28 102.26 95.21 120.72 163.35 0.695145562713416 36.23628 35.84334 36.03981 481.54
"172" "kendo" "Enable" "Enable" "Enable" 36 36 100 29 29 101.95 95.06 105.41 142.06 0.796096496545036 36.2376 35.85723 36.047415 444.48
"173" "kendo" "Enable" "Enable" "Enable" 36 36 100 30 30 101.41 95.91 91.73 123.99 0.914704246245133 36.22483 35.86205 36.04344 413.04
"174" "kendo" "Enable" "Enable" "Enable" 36 36 100 31 31 101.94 95.63 81.23 110.4 1.03099723425351 36.25331 35.85098 36.052145 389.2
"175" "kendo" "Enable" "Enable" "Enable" 36 36 100 32 32 102.05 96.03 70.11 94.34 1.20449984797811 36.2321 35.87255 36.052325 362.53
"176" "kendo" "Enable" "Enable" "Enable" 36 36 100 33 33 101.77 96.08 62.46 83.73 1.35337574389493 36.23593 35.86676 36.051345 344.04
"177" "kendo" "Enable" "Enable" "Enable" 36 36 100 34 34 101.97 95.61 54.42 73.57 1.5437143526838 36.2364 35.87449 36.055445 325.57
"178" "kendo" "Enable" "Enable" "Enable" 36 36 100 35 35 101.9 96.62 48.06 63.82 1.77440114408295 36.22217 35.87539 36.04878 310.4
"179" "kendo" "Enable" "Enable" "Enable" 36 36 100 36 36 101.83 97.04 42.13 56.19 2.02268104149715 36.23591 35.86383 36.04987 297.19
"180" "kendo" "Enable" "Enable" "Enable" 36 36 100 37 37 101.97 97.49 37.43 48.62 2.31795467751307 36.25406 35.8641 36.05908 285.51
"181" "kendo" "Enable" "Enable" "Enable" 36 36 100 38 38 102.26 97.84 32.99 42.14 2.66338346865433 36.21963 35.88011 36.04987 275.23
"182" "kendo" "Enable" "Enable" "Enable" 38 38 100 28 28 81 75.14 120.13 163.56 0.550389509676055 34.93262 34.74055 34.836585 439.83
"183" "kendo" "Enable" "Enable" "Enable" 38 38 100 29 29 80.82 74.93 105.32 142.46 0.628581806441198 34.91702 34.72384 34.82043 403.53
"184" "kendo" "Enable" "Enable" "Enable" 38 38 100 30 30 81.35 74.67 91.53 125.06 0.720347199778383 34.90994 34.60761 34.758775 372.61
"185" "kendo" "Enable" "Enable" "Enable" 38 38 100 31 31 80.77 74.61 81.32 110.47 0.810156942489181 34.92543 34.72125 34.82334 347.17
"186" "kendo" "Enable" "Enable" "Enable" 38 38 100 32 32 81.1 74.61 70.01 94.71 0.94530111704711 34.93542 34.72106 34.82824 320.43
"187" "kendo" "Enable" "Enable" "Enable" 38 38 100 33 33 81 75.69 62.76 83.94 1.0680981595092 34.918 34.71981 34.818905 303.39
"188" "kendo" "Enable" "Enable" "Enable" 38 38 100 34 34 81.16 75.59 54.25 73.4 1.22796709753231 34.907 34.71283 34.809915 284.4
"189" "kendo" "Enable" "Enable" "Enable" 38 38 100 35 35 80.87 75.09 48.1 63.89 1.39262434145906 34.896 34.71946 34.80773 267.95
"190" "kendo" "Enable" "Enable" "Enable" 38 38 100 36 36 80.86 75.59 42.19 56.08 1.59204233234965 34.932 34.70513 34.818565 254.72
"191" "kendo" "Enable" "Enable" "Enable" 38 38 100 37 37 80.46 76.33 37.39 48.56 1.82420011634671 34.93398 34.67517 34.804575 242.74
"192" "kendo" "Enable" "Enable" "Enable" 38 38 100 38 38 81.01 76.55 33.06 42.36 2.08910103420843 34.93759 34.67363 34.80561 232.98
"193" "kendo" "Enable" "Enable" "Enable" 40 40 100 28 28 64.4 59.44 119.87 163.24 0.437427148458196 33.66462 33.57301 33.618815 406.95
"194" "kendo" "Enable" "Enable" "Enable" 40 40 100 29 29 64.68 59.38 105.16 142.19 0.501556498888215 33.66741 33.57102 33.619215 371.41
"195" "kendo" "Enable" "Enable" "Enable" 40 40 100 30 30 64.49 59.55 91.67 124.26 0.574445422127541 33.67945 33.56411 33.62178 339.97
"196" "kendo" "Enable" "Enable" "Enable" 40 40 100 31 31 64.23 59.57 80.74 110.41 0.64765890661784 33.67429 33.56741 33.62085 314.95
"197" "kendo" "Enable" "Enable" "Enable" 40 40 100 32 32 64.06 60.1 69.78 94.49 0.755828818408717 33.66756 33.56026 33.61391 288.43
"198" "kendo" "Enable" "Enable" "Enable" 40 40 100 33 33 64.36 59.76 62.39 83.96 0.848103860608131 33.66516 33.5592 33.61218 270.47
"199" "kendo" "Enable" "Enable" "Enable" 40 40 100 34 34 63.61 59.82 54.52 73.26 0.965957113789325 33.67269 33.55841 33.61555 251.21
"200" "kendo" "Enable" "Enable" "Enable" 40 40 100 35 35 64.28 60.42 47.83 63.75 1.11758379637928 33.6455 33.58356 33.61453 236.28
"201" "kendo" "Enable" "Enable" "Enable" 40 40 100 36 36 64.05 60.49 42.28 55.64 1.2718545751634 33.66587 33.55392 33.609895 222.46
"202" "kendo" "Enable" "Enable" "Enable" 40 40 100 37 37 64.02 60.92 37.26 48.25 1.46111565898725 33.66678 33.57641 33.621595 210.45
"203" "kendo" "Enable" "Enable" "Enable" 40 40 100 38 38 64.48 61.32 32.97 41.98 1.67845230153436 33.66327 33.56171 33.61249 200.75
"204" "kendo " "Enable" "Enable" "Enable" 40 40 100 40 40 66.6 63.26 22.99 28.53 NA 33.19795 33.68057 33.43926 181.38
"205" "kendo " "Disable" "Enable" "Disable" 26 26 100 26 26 502.65 515.84 156.3 211.22 NA 41.59892 41.08599 41.342455 1386.01
"206" "kendo" "Disable" "Enable" "Disable" 28 28 100 28 28 389.16 395.92 120.85 163.27 NA 40.58903 40.06044 40.324735 1069.2
"207" "kendo " "Disable" "Enable" "Disable" 30 30 100 30 30 311.08 315.19 91.5 124.93 NA 39.52142 38.99324 39.25733 842.7
"208" "kendo" "Disable" "Enable" "Disable" 32 32 100 32 32 250.91 251.15 70.28 95.06 NA 38.40035 37.8678 38.134075 667.4
"209" "kendo " "Disable" "Enable" "Disable" 34 34 100 34 34 206.64 205.98 54.56 73.5 NA 37.21087 36.69928 36.955075 540.68
"210" "kendo" "Disable" "Enable" "Disable" 36 36 100 36 36 176.42 176.41 42.13 56.19 NA 36.044 35.45778 35.75089 451.15
"211" "kendo " "Disable" "Enable" "Disable" 38 38 100 38 38 152.23 151.34 33.06 42.36 NA 34.78929 34.22906 34.509175 378.99
"212" "kendo" "Disable" "Enable" "Disable" 40 40 100 40 40 133.79 134.12 25.86 32.45 NA 33.47069 32.88893 33.17981 326.22
"213" "kendo " "Enable" "Enable" "Disable" 26 26 100 26 26 395.01 407.43 156.3 211.22 NA 41.81553 41.28937 41.55245 1169.96
"214" "kendo" "Enable" "Enable" "Disable" 28 28 100 28 28 289.52 294.13 120.85 163.27 NA 40.80976 40.31179 40.560775 867.77
"215" "kendo " "Enable" "Enable" "Disable" 30 30 100 30 30 220.77 219.87 91.5 124.93 NA 39.73586 39.27947 39.507665 657.07
"216" "kendo" "Enable" "Enable" "Disable" 32 32 100 32 32 169.04 165.77 70.28 95.06 NA 38.59096 38.16485 38.377905 500.15
"217" "kendo " "Enable" "Enable" "Disable" 34 34 100 34 34 131.42 126.55 54.56 73.5 NA 37.44893 37.0178 37.233365 386.03
"218" "kendo" "Enable" "Enable" "Disable" 36 36 100 36 36 103.47 99.28 42.13 56.19 NA 36.24868 35.86249 36.055585 301.07
"219" "kendo " "Enable" "Enable" "Disable" 38 38 100 38 38 82.18 79.39 33.06 42.36 NA 34.91674 34.68299 34.799865 236.99
"220" "kendo " "Enable" "Enable" "Disable" 40 40 100 40 40 66.23 63.09 25.86 32.45 NA 33.67431 33.5165 33.595405 187.63
"221" "kendo " "Enable" "Disable" "Enable" 26 26 100 26 26 434.51 452.94 156.3 211.22 NA 41.53402 41.05542 41.29472 1254.97
"222" "kendo" "Enable" "Disable" "Enable" 28 28 100 28 28 326.99 340.43 119.44 161.91 NA 40.53782 40.02623 40.282025 948.77
"223" "kendo " "Enable" "Disable" "Enable" 30 30 100 30 30 248.68 256.11 89.95 122.07 NA 39.50353 38.96877 39.23615 716.81
"224" "kendo" "Enable" "Disable" "Enable" 32 32 100 32 32 184.34 185.68 70.28 95.06 NA 38.23479 37.70853 37.97166 535.36
"225" "kendo " "Enable" "Disable" "Enable" 34 34 100 34 34 144.28 141.63 52.14 70.31 NA 37.19376 36.67793 36.935845 408.36
"226" "kendo" "Enable" "Disable" "Enable" 36 36 100 36 36 112.11 107.47 39.3 52.28 NA 35.99873 35.57977 35.78925 311.16
"227" "kendo " "Enable" "Disable" "Enable" 38 38 100 38 38 86.32 80.53 33.06 42.36 NA 34.63627 34.31017 34.47322 242.27
"228" "kendo" "Enable" "Disable" "Enable" 40 40 100 40 40 67.18 62 25.86 32.45 NA 33.3539 33.17891 33.266405 187.49
